"student_id","district"
955560,"Ridgefield"
928136,"Wilsonville"
920874,"Ridgefield"
921199,"Riverdale"
947275,"Lake Oswego"
908256,"Wilsonville"
901808,"Sherwood"
937182,"St. Paul"
945727,"Lake Oswego"
936190,"Beaverton"
931142,"Beaverton"
918616,"Wilsonville"
941623,"Sherwood"
916670,"Camas"
914800,"Camas"
903246,"Wilsonville"
941981,"Camas"
943264,"Wilsonville"
915264,"Riverdale"
932721,"Sherwood"
959646,"Wilsonville"
926040,"Beaverton"
931167,"Lake Oswego"
959761,"Wilsonville"
921227,"Lake Oswego"
951814,"Sherwood"
914233,"Wilsonville"
911207,"Ridgefield"
941534,"Riverdale"
916585,"Lake Oswego"
943525,"Wilsonville"
930651,"St. Paul"
940317,"Beaverton"
936503,"Ridgefield"
912794,"Camas"
900393,"Wilsonville"
908833,"St. Paul"
947902,"Sherwood"
926377,"Lake Oswego"
956194,"St. Paul"
945712,"Sherwood"
943466,"Sherwood"
913377,"Beaverton"
901465,"Ridgefield"
902369,"Camas"
919835,"Wilsonville"
909219,"Riverdale"
911444,"Lake Oswego"
936084,"Beaverton"
904109,"St. Paul"
917929,"Beaverton"
957439,"St. Paul"
909640,"Beaverton"
945110,"Beaverton"
954906,"Ridgefield"
952329,"Sherwood"
908899,"Beaverton"
921371,"Camas"
926604,"Beaverton"
954865,"St. Paul"
936893,"Camas"
939970,"Beaverton"
952299,"Lake Oswego"
952517,"Lake Oswego"
957195,"Wilsonville"
941079,"Ridgefield"
925621,"Sherwood"
938810,"Sherwood"
933853,"Lake Oswego"
928218,"Beaverton"
939584,"Wilsonville"
903500,"Sherwood"
930758,"Ridgefield"
929782,"Wilsonville"
910234,"Camas"
901173,"Wilsonville"
954380,"St. Paul"
916453,"Wilsonville"
943946,"Riverdale"
948323,"Beaverton"
930754,"Camas"
924686,"Wilsonville"
924159,"Lake Oswego"
939188,"Beaverton"
951979,"Ridgefield"
945749,"Lake Oswego"
949878,"Ridgefield"
902288,"Beaverton"
933341,"Camas"
909832,"Lake Oswego"
956995,"St. Paul"
951358,"Camas"
917005,"St. Paul"
939791,"Sherwood"
933802,"Sherwood"
911211,"Beaverton"
949481,"St. Paul"
940919,"Beaverton"
931789,"Lake Oswego"
926712,"Riverdale"
928467,"Lake Oswego"
920838,"Lake Oswego"
958863,"Sherwood"
950125,"Sherwood"
935394,"Ridgefield"
933375,"Riverdale"
909156,"Camas"
929192,"Ridgefield"
944565,"Ridgefield"
911076,"Sherwood"
942010,"Wilsonville"
943689,"Lake Oswego"
952513,"Beaverton"
947229,"Camas"
923347,"Ridgefield"
947500,"Lake Oswego"
937347,"Riverdale"
954196,"Lake Oswego"
907362,"Sherwood"
927236,"Riverdale"
911870,"Sherwood"
916149,"Beaverton"
914953,"Sherwood"
955836,"Beaverton"
933809,"Sherwood"
958693,"Beaverton"
941757,"Ridgefield"
932512,"Beaverton"
903922,"Riverdale"
929656,"Lake Oswego"
906900,"Sherwood"
942042,"Beaverton"
957293,"Beaverton"
914636,"Beaverton"
933622,"Riverdale"
960376,"Sherwood"
934065,"Riverdale"
923524,"Lake Oswego"
934037,"Lake Oswego"
936073,"Wilsonville"
931699,"Wilsonville"
900746,"Sherwood"
943452,"Ridgefield"
940305,"Wilsonville"
925610,"Lake Oswego"
918961,"Wilsonville"
937913,"Sherwood"
923744,"Camas"
915587,"Riverdale"
958063,"Ridgefield"
929004,"Lake Oswego"
924579,"Wilsonville"
916345,"Lake Oswego"
907623,"Wilsonville"
924315,"Beaverton"
913979,"Camas"
932178,"Sherwood"
951756,"Riverdale"
902069,"Wilsonville"
906901,"Wilsonville"
950605,"Ridgefield"
955213,"Lake Oswego"
955463,"Sherwood"
942406,"Sherwood"
902300,"St. Paul"
960043,"St. Paul"
949309,"St. Paul"
948787,"Camas"
918634,"Sherwood"
916667,"Lake Oswego"
921883,"Sherwood"
924609,"Wilsonville"
951518,"Wilsonville"
908055,"Sherwood"
926317,"Sherwood"
918101,"Wilsonville"
916643,"St. Paul"
936358,"Ridgefield"
935803,"Ridgefield"
903356,"Ridgefield"
944090,"Wilsonville"
931680,"Riverdale"
922153,"St. Paul"
943651,"Camas"
913445,"St. Paul"
932995,"Ridgefield"
929388,"St. Paul"
924853,"St. Paul"
956595,"Ridgefield"
925970,"Beaverton"
941336,"Lake Oswego"
933428,"Riverdale"
943059,"Ridgefield"
931006,"Sherwood"
940604,"Wilsonville"
903026,"Sherwood"
930629,"Sherwood"
955916,"Beaverton"
944159,"Ridgefield"
910414,"Camas"
915796,"Ridgefield"
919156,"Lake Oswego"
933974,"Ridgefield"
906508,"Beaverton"
934304,"Wilsonville"
901319,"Riverdale"
905517,"St. Paul"
940158,"Wilsonville"
909561,"Beaverton"
941980,"Riverdale"
948883,"Riverdale"
943710,"Sherwood"
954938,"Beaverton"
959007,"Beaverton"
955004,"Ridgefield"
947293,"Wilsonville"
923390,"St. Paul"
934893,"Camas"
959378,"Beaverton"
913405,"Sherwood"
952725,"Sherwood"
926937,"Lake Oswego"
915540,"Riverdale"
923907,"Camas"
947470,"Sherwood"
938120,"Lake Oswego"
941602,"Sherwood"
904296,"Wilsonville"
920359,"Riverdale"
903563,"Lake Oswego"
901027,"Wilsonville"
916756,"Beaverton"
934731,"Sherwood"
952766,"Sherwood"
930457,"Beaverton"
931390,"St. Paul"
939302,"Beaverton"
910140,"Camas"
914682,"Lake Oswego"
931516,"Wilsonville"
935054,"Ridgefield"
904266,"Camas"
936734,"St. Paul"
925748,"Sherwood"
913075,"Camas"
922630,"Lake Oswego"
939452,"Wilsonville"
946206,"St. Paul"
906696,"St. Paul"
916238,"Camas"
914190,"Sherwood"
923545,"Riverdale"
929170,"Camas"
949100,"Sherwood"
939785,"Camas"
917674,"Sherwood"
942405,"Beaverton"
941371,"Riverdale"
925872,"Sherwood"
960551,"St. Paul"
921871,"Lake Oswego"
901350,"Ridgefield"
959242,"Ridgefield"
939113,"Lake Oswego"
925414,"Riverdale"
956877,"Wilsonville"
957881,"Ridgefield"
928798,"Ridgefield"
916123,"Sherwood"
903013,"Wilsonville"
943865,"Sherwood"
914232,"Sherwood"
943009,"Riverdale"
902573,"Ridgefield"
949852,"St. Paul"
910108,"Riverdale"
933811,"Ridgefield"
951566,"Sherwood"
900672,"Wilsonville"
900190,"Camas"
936146,"Sherwood"
937431,"Sherwood"
943509,"Ridgefield"
901365,"Riverdale"
929634,"Ridgefield"
907869,"Lake Oswego"
919797,"Sherwood"
914787,"Riverdale"
931334,"Beaverton"
956580,"Beaverton"
915832,"Lake Oswego"
900383,"Sherwood"
958243,"Beaverton"
910386,"Wilsonville"
935333,"Beaverton"
916820,"Sherwood"
921735,"Lake Oswego"
912235,"Sherwood"
940897,"St. Paul"
946749,"Sherwood"
930418,"Beaverton"
913235,"Ridgefield"
931997,"Beaverton"
919592,"Wilsonville"
900254,"Riverdale"
943204,"Ridgefield"
916720,"Sherwood"
916516,"Ridgefield"
915920,"St. Paul"
912987,"Ridgefield"
913513,"Sherwood"
910861,"Sherwood"
951849,"Wilsonville"
922684,"Beaverton"
926657,"Riverdale"
933412,"Lake Oswego"
955943,"Camas"
904387,"Beaverton"
943813,"Ridgefield"
933793,"Wilsonville"
937555,"Sherwood"
926122,"St. Paul"
934597,"Wilsonville"
918851,"Wilsonville"
954816,"Camas"
914768,"Ridgefield"
900303,"Sherwood"
904996,"Beaverton"
917079,"Wilsonville"
946863,"Ridgefield"
905098,"Wilsonville"
956905,"Camas"
929595,"Camas"
912347,"Lake Oswego"
940504,"Wilsonville"
943392,"Ridgefield"
915934,"Ridgefield"
952607,"Ridgefield"
908289,"Riverdale"
956985,"Ridgefield"
956821,"Wilsonville"
926803,"Sherwood"
936277,"Beaverton"
913264,"Beaverton"
958334,"Ridgefield"
931662,"St. Paul"
922951,"Sherwood"
928042,"Beaverton"
948084,"Riverdale"
904921,"Wilsonville"
934640,"Sherwood"
953203,"Ridgefield"
925871,"Sherwood"
928917,"Ridgefield"
936279,"Beaverton"
948573,"Sherwood"
941157,"St. Paul"
928594,"Lake Oswego"
959054,"Camas"
910030,"Wilsonville"
956556,"St. Paul"
903135,"Ridgefield"
922716,"Lake Oswego"
927395,"Beaverton"
934692,"St. Paul"
913214,"Wilsonville"
930895,"Wilsonville"
913904,"Wilsonville"
923846,"Ridgefield"
906456,"Ridgefield"
931635,"Beaverton"
933517,"St. Paul"
947660,"Riverdale"
952065,"Sherwood"
950437,"Sherwood"
956268,"Ridgefield"
927490,"Riverdale"
907120,"Ridgefield"
921805,"Camas"
901702,"Beaverton"
940013,"Sherwood"
952340,"Ridgefield"
935034,"Wilsonville"
918923,"Beaverton"
917453,"Camas"
940468,"Beaverton"
906457,"Ridgefield"
960244,"Sherwood"
928019,"Sherwood"
921773,"Beaverton"
910284,"Camas"
903439,"Riverdale"
950007,"Ridgefield"
937341,"Beaverton"
925982,"Ridgefield"
916810,"Lake Oswego"
956246,"Beaverton"
933644,"St. Paul"
933892,"Lake Oswego"
912369,"Sherwood"
914967,"Beaverton"
908425,"Lake Oswego"
909110,"Ridgefield"
910661,"Ridgefield"
925115,"Ridgefield"
903974,"Wilsonville"
939770,"Camas"
913869,"Lake Oswego"
915247,"Lake Oswego"
941475,"Wilsonville"
905957,"Beaverton"
959390,"Lake Oswego"
954517,"St. Paul"
938295,"Ridgefield"
955503,"Beaverton"
915376,"Lake Oswego"
957601,"Ridgefield"
953363,"Sherwood"
903709,"Wilsonville"
916119,"Sherwood"
950173,"Riverdale"
902937,"Ridgefield"
945568,"Ridgefield"
929445,"Riverdale"
920089,"Wilsonville"
912919,"Sherwood"
920304,"Riverdale"
941969,"Wilsonville"
905197,"St. Paul"
926812,"Beaverton"
927298,"Wilsonville"
918782,"Riverdale"
902860,"Sherwood"
913006,"Wilsonville"
944174,"Wilsonville"
932081,"Lake Oswego"
924305,"St. Paul"
900231,"Camas"
916654,"Camas"
904182,"Sherwood"
934920,"Lake Oswego"
927239,"St. Paul"
956515,"Camas"
902035,"Wilsonville"
951990,"Wilsonville"
936881,"Riverdale"
913019,"Sherwood"
900386,"Beaverton"
956243,"Riverdale"
902980,"Lake Oswego"
907201,"Lake Oswego"
902185,"Beaverton"
934442,"Beaverton"
936986,"Wilsonville"
955027,"Wilsonville"
902839,"Beaverton"
953756,"Beaverton"
921221,"Sherwood"
945100,"Ridgefield"
938549,"Wilsonville"
941103,"St. Paul"
905356,"Lake Oswego"
942674,"Riverdale"
955347,"St. Paul"
928100,"Camas"
943373,"Wilsonville"
916996,"Beaverton"
918294,"Sherwood"
947326,"Lake Oswego"
901201,"Wilsonville"
906390,"Sherwood"
918861,"Beaverton"
958559,"Beaverton"
910060,"Ridgefield"
951171,"St. Paul"
907520,"Beaverton"
954441,"Beaverton"
904979,"Riverdale"
932591,"St. Paul"
915636,"Beaverton"
932049,"St. Paul"
916860,"Camas"
944313,"Lake Oswego"
925367,"Beaverton"
942633,"Ridgefield"
942309,"Lake Oswego"
908807,"Sherwood"
959055,"Riverdale"
944442,"Lake Oswego"
900974,"St. Paul"
910841,"Wilsonville"
926982,"Riverdale"
949512,"Sherwood"
952397,"Ridgefield"
940628,"Ridgefield"
905186,"Wilsonville"
918443,"St. Paul"
939980,"Riverdale"
923423,"Beaverton"
947730,"Camas"
932182,"Sherwood"
916046,"Sherwood"
946667,"Ridgefield"
936116,"Wilsonville"
934425,"Sherwood"
922271,"St. Paul"
953043,"Beaverton"
955612,"Beaverton"
935966,"Lake Oswego"
910844,"Sherwood"
918522,"Sherwood"
919512,"Beaverton"
917073,"Riverdale"
950678,"Beaverton"
921380,"Wilsonville"
957565,"Wilsonville"
946203,"Wilsonville"
940363,"Sherwood"
942156,"Sherwood"
925800,"Wilsonville"
908712,"Camas"
924949,"Sherwood"
944914,"Sherwood"
958064,"Lake Oswego"
939950,"Ridgefield"
949258,"Camas"
959759,"Lake Oswego"
940994,"Wilsonville"
918357,"Sherwood"
917189,"Lake Oswego"
935020,"Camas"
954135,"Camas"
919022,"Beaverton"
930571,"Beaverton"
901867,"Lake Oswego"
952189,"Lake Oswego"
926844,"Lake Oswego"
939230,"Ridgefield"
956387,"Sherwood"
905925,"Wilsonville"
938894,"Wilsonville"
920586,"Lake Oswego"
946429,"Camas"
920482,"Wilsonville"
947437,"Wilsonville"
952396,"Riverdale"
946480,"Beaverton"
920222,"Camas"
938207,"Beaverton"
912090,"Camas"
918340,"Camas"
907103,"Beaverton"
938425,"Riverdale"
946763,"Wilsonville"
915088,"Wilsonville"
913616,"Ridgefield"
937351,"Riverdale"
926255,"Ridgefield"
927563,"Camas"
931423,"St. Paul"
945673,"Wilsonville"
908648,"St. Paul"
912704,"Beaverton"
904871,"Riverdale"
908362,"Wilsonville"
922935,"Ridgefield"
949154,"Riverdale"
924410,"Ridgefield"
943044,"Beaverton"
903651,"Lake Oswego"
931119,"Beaverton"
921936,"Ridgefield"
935096,"St. Paul"
926324,"Sherwood"
909774,"Sherwood"
952086,"Wilsonville"
952855,"Wilsonville"
955723,"St. Paul"
912941,"Beaverton"
946471,"Sherwood"
907405,"Riverdale"
940182,"Riverdale"
952481,"Lake Oswego"
940345,"St. Paul"
922080,"Beaverton"
950519,"Lake Oswego"
914292,"St. Paul"
958068,"Wilsonville"
932458,"Sherwood"
919136,"Wilsonville"
909075,"Ridgefield"
958892,"Ridgefield"
913676,"Wilsonville"
943212,"Lake Oswego"
949137,"Riverdale"
946518,"Beaverton"
930522,"Lake Oswego"
907063,"St. Paul"
937666,"Lake Oswego"
902870,"Riverdale"
934790,"Sherwood"
917743,"Lake Oswego"
934340,"Sherwood"
945899,"Lake Oswego"
945082,"Beaverton"
927760,"Sherwood"
932501,"Lake Oswego"
904928,"Riverdale"
954128,"Beaverton"
948238,"Wilsonville"
921414,"St. Paul"
934626,"Riverdale"
956593,"Ridgefield"
929095,"Riverdale"
927885,"St. Paul"
918645,"Wilsonville"
937586,"Lake Oswego"
909490,"Lake Oswego"
959009,"Sherwood"
945907,"Sherwood"
901603,"Ridgefield"
942381,"Beaverton"
904829,"St. Paul"
908262,"Sherwood"
916608,"Ridgefield"
948772,"Sherwood"
958809,"Wilsonville"
943592,"Wilsonville"
903413,"Riverdale"
917984,"Ridgefield"
933713,"Ridgefield"
931132,"Lake Oswego"
937806,"Sherwood"
940598,"St. Paul"
908848,"Sherwood"
951253,"Lake Oswego"
926822,"Sherwood"
925284,"Beaverton"
913883,"Sherwood"
914632,"Lake Oswego"
929122,"Lake Oswego"
943025,"Riverdale"
919362,"Camas"
901897,"Wilsonville"
949375,"Camas"
928785,"Ridgefield"
902652,"Riverdale"
935585,"Wilsonville"
902882,"Sherwood"
916609,"Wilsonville"
950467,"Sherwood"
954363,"Sherwood"
939987,"Sherwood"
913911,"Wilsonville"
938072,"Riverdale"
935599,"Camas"
929669,"Ridgefield"
921411,"Wilsonville"
955494,"St. Paul"
937636,"Beaverton"
940087,"Camas"
914970,"St. Paul"
932915,"Sherwood"
910768,"Sherwood"
906045,"Ridgefield"
917124,"Wilsonville"
937342,"Lake Oswego"
911993,"Ridgefield"
953238,"Wilsonville"
947599,"Camas"
957458,"Sherwood"
943568,"Wilsonville"
950367,"Camas"
921460,"Sherwood"
907513,"Ridgefield"
960436,"Riverdale"
910489,"Camas"
921704,"Wilsonville"
955796,"Wilsonville"
948581,"Beaverton"
922259,"Ridgefield"
924320,"Sherwood"
909515,"Ridgefield"
916842,"Wilsonville"
926718,"Wilsonville"
947064,"Lake Oswego"
958131,"Beaverton"
931581,"Ridgefield"
904549,"Riverdale"
947118,"Lake Oswego"
924767,"Ridgefield"
919242,"Beaverton"
939432,"Lake Oswego"
907404,"Ridgefield"
926164,"Riverdale"
934679,"Ridgefield"
949755,"Wilsonville"
955407,"Beaverton"
912962,"Wilsonville"
960601,"Beaverton"
917196,"Wilsonville"
944762,"Sherwood"
957268,"Beaverton"
926636,"Wilsonville"
950574,"Wilsonville"
940252,"Camas"
927769,"Sherwood"
935558,"Ridgefield"
913460,"Beaverton"
903264,"Riverdale"
931079,"Beaverton"
921144,"Ridgefield"
953994,"Camas"
929143,"Lake Oswego"
930150,"Riverdale"
918298,"Lake Oswego"
954323,"Ridgefield"
959303,"Sherwood"
930240,"Beaverton"
900538,"St. Paul"
938402,"Ridgefield"
936160,"Beaverton"
912920,"Sherwood"
936413,"Lake Oswego"
941135,"Sherwood"
900782,"Lake Oswego"
952472,"Beaverton"
920776,"Camas"
940533,"Beaverton"
923025,"Camas"
900344,"Ridgefield"
907718,"Ridgefield"
922906,"Camas"
911450,"Sherwood"
923982,"Beaverton"
927820,"Riverdale"
931969,"Riverdale"
944814,"Beaverton"
931837,"Riverdale"
959518,"St. Paul"
914492,"Sherwood"
925050,"Wilsonville"
951614,"Wilsonville"
938767,"Beaverton"
946993,"Wilsonville"
958066,"Camas"
943781,"Lake Oswego"
934146,"Beaverton"
924439,"Beaverton"
905180,"Riverdale"
956730,"Beaverton"
914335,"Wilsonville"
912065,"Sherwood"
939464,"Beaverton"
933350,"Sherwood"
902563,"Ridgefield"
926661,"Beaverton"
911939,"Sherwood"
927631,"Riverdale"
925644,"St. Paul"
938229,"Wilsonville"
933264,"Wilsonville"
902502,"Sherwood"
925570,"Beaverton"
956201,"Lake Oswego"
901517,"Ridgefield"
950967,"Ridgefield"
952965,"Beaverton"
954278,"Lake Oswego"
955488,"St. Paul"
955279,"Beaverton"
944234,"Sherwood"
924053,"St. Paul"
935769,"Wilsonville"
936101,"Sherwood"
914649,"Lake Oswego"
917761,"Ridgefield"
945313,"Beaverton"
957709,"Lake Oswego"
925509,"Ridgefield"
918795,"Beaverton"
911741,"St. Paul"
955620,"Lake Oswego"
917002,"Beaverton"
911956,"Sherwood"
950497,"Ridgefield"
924633,"Wilsonville"
937188,"Ridgefield"
948429,"Beaverton"
926308,"Sherwood"
912079,"Camas"
914607,"Wilsonville"
952377,"Ridgefield"
950128,"Camas"
924977,"Sherwood"
957650,"Wilsonville"
902587,"Riverdale"
941350,"Ridgefield"
911739,"Ridgefield"
956551,"Beaverton"
928322,"Riverdale"
941961,"Sherwood"
948374,"Sherwood"
916457,"Camas"
918030,"Wilsonville"
908971,"Sherwood"
912613,"Ridgefield"
952145,"Wilsonville"
951194,"Wilsonville"
946871,"Sherwood"
930828,"Beaverton"
934908,"Beaverton"
927111,"Lake Oswego"
950139,"Ridgefield"
957561,"Beaverton"
929381,"Camas"
952244,"Ridgefield"
930109,"Beaverton"
953063,"Wilsonville"
939486,"Sherwood"
903703,"Lake Oswego"
930207,"Riverdale"
953654,"Sherwood"
951520,"Camas"
941910,"Camas"
906636,"Wilsonville"
920948,"Sherwood"
953104,"Wilsonville"
925500,"Riverdale"
936652,"Lake Oswego"
902831,"Riverdale"
958491,"Lake Oswego"
903193,"Wilsonville"
931807,"Ridgefield"
945454,"Ridgefield"
946043,"Sherwood"
912963,"Sherwood"
919436,"Ridgefield"
950919,"Beaverton"
916705,"Ridgefield"
922392,"Sherwood"
914575,"Sherwood"
920492,"Sherwood"
941122,"Beaverton"
907157,"Wilsonville"
928174,"Sherwood"
914501,"Wilsonville"
953198,"Beaverton"
939336,"Riverdale"
900678,"Riverdale"
928912,"Lake Oswego"
921446,"Sherwood"
910389,"Beaverton"
911511,"Wilsonville"
958858,"Beaverton"
946619,"Wilsonville"
917100,"Wilsonville"
910985,"Camas"
901675,"St. Paul"
901197,"Riverdale"
940817,"Ridgefield"
925301,"St. Paul"
952708,"Sherwood"
907339,"Wilsonville"
917946,"Lake Oswego"
936618,"Ridgefield"
954727,"Camas"
909199,"Wilsonville"
921824,"Ridgefield"
913143,"Beaverton"
929233,"Sherwood"
943791,"Lake Oswego"
944465,"Wilsonville"
938579,"Wilsonville"
920462,"Lake Oswego"
942825,"Lake Oswego"
941092,"St. Paul"
959775,"Beaverton"
920594,"Riverdale"
944599,"Beaverton"
959652,"Wilsonville"
912853,"St. Paul"
931683,"Lake Oswego"
947192,"Ridgefield"
931827,"Lake Oswego"
900990,"Wilsonville"
927181,"Wilsonville"
913149,"Camas"
912391,"Lake Oswego"
959752,"Ridgefield"
932461,"Beaverton"
954137,"Sherwood"
946814,"Ridgefield"
917558,"Sherwood"
927032,"Sherwood"
920648,"Beaverton"
916946,"Lake Oswego"
906259,"Sherwood"
951805,"Wilsonville"
936075,"Beaverton"
955398,"Sherwood"
930331,"Beaverton"
944969,"St. Paul"
931432,"Beaverton"
940278,"Beaverton"
944984,"Camas"
953039,"Camas"
930281,"Ridgefield"
952048,"Beaverton"
919750,"Beaverton"
953971,"Riverdale"
947416,"Sherwood"
935370,"Lake Oswego"
908843,"Wilsonville"
957410,"Beaverton"
919854,"Sherwood"
958376,"Camas"
941808,"Camas"
935630,"St. Paul"
926779,"Riverdale"
907289,"Wilsonville"
936762,"Beaverton"
941215,"Lake Oswego"
932859,"Ridgefield"
922432,"Beaverton"
920448,"Sherwood"
957696,"Sherwood"
905299,"Beaverton"
934395,"Wilsonville"
905336,"Beaverton"
904006,"Sherwood"
919756,"Beaverton"
947439,"Camas"
939483,"St. Paul"
957415,"Wilsonville"
928234,"Wilsonville"
942941,"Sherwood"
901261,"Camas"
900755,"St. Paul"
905881,"Ridgefield"
957892,"Wilsonville"
946569,"Ridgefield"
945475,"Beaverton"
915092,"Wilsonville"
907493,"Lake Oswego"
902619,"Ridgefield"
920422,"Lake Oswego"
919784,"Camas"
905886,"St. Paul"
935806,"Beaverton"
939737,"Wilsonville"
951673,"Riverdale"
919215,"Beaverton"
926945,"St. Paul"
944851,"Beaverton"
958143,"Ridgefield"
956512,"Camas"
919986,"Lake Oswego"
939042,"Wilsonville"
935277,"Sherwood"
904817,"Sherwood"
904027,"Camas"
918356,"Wilsonville"
944970,"Wilsonville"
910420,"Camas"
913179,"Camas"
909605,"Camas"
906176,"Beaverton"
927207,"Sherwood"
954173,"Riverdale"
953336,"Lake Oswego"
905358,"Sherwood"
925629,"Sherwood"
941078,"Ridgefield"
914881,"Lake Oswego"
953734,"Beaverton"
923825,"Beaverton"
933282,"Beaverton"
931169,"Camas"
933145,"St. Paul"
917206,"Sherwood"
923339,"Wilsonville"
931146,"Lake Oswego"
903669,"Wilsonville"
930443,"Wilsonville"
922989,"Ridgefield"
927853,"Wilsonville"
949146,"Lake Oswego"
933690,"Ridgefield"
951432,"Riverdale"
941596,"Ridgefield"
912321,"Beaverton"
920623,"St. Paul"
955239,"Camas"
958236,"St. Paul"
928176,"Riverdale"
904662,"St. Paul"
913991,"Wilsonville"
954458,"Sherwood"
952949,"Ridgefield"
952230,"Beaverton"
928280,"Wilsonville"
906958,"Lake Oswego"
913463,"Wilsonville"
936403,"Wilsonville"
945998,"Sherwood"
920681,"Beaverton"
903546,"St. Paul"
943257,"Beaverton"
922068,"Riverdale"
913251,"Beaverton"
920743,"Camas"
953115,"Ridgefield"
956236,"Wilsonville"
925316,"Beaverton"
931801,"Camas"
946797,"Wilsonville"
942447,"Riverdale"
941422,"St. Paul"
933288,"Beaverton"
930853,"Beaverton"
930797,"Riverdale"
953817,"Camas"
951405,"Beaverton"
925287,"Lake Oswego"
953919,"Camas"
957243,"Sherwood"
922375,"Ridgefield"
903939,"Camas"
935140,"Lake Oswego"
935644,"Camas"
936952,"Beaverton"
925045,"Wilsonville"
904210,"Beaverton"
901211,"St. Paul"
929932,"Beaverton"
919241,"Beaverton"
929916,"Wilsonville"
960505,"Lake Oswego"
946048,"Ridgefield"
939110,"Beaverton"
910983,"Beaverton"
928496,"Lake Oswego"
944007,"Camas"
906375,"Sherwood"
904291,"Riverdale"
913139,"Riverdale"
957940,"Beaverton"
905317,"Ridgefield"
937079,"Ridgefield"
944203,"Beaverton"
907659,"Ridgefield"
906064,"Riverdale"
917391,"Sherwood"
924598,"Ridgefield"
919129,"Ridgefield"
946362,"Lake Oswego"
928983,"Sherwood"
902434,"Wilsonville"
935847,"Lake Oswego"
913396,"Riverdale"
933655,"Wilsonville"
941470,"Lake Oswego"
959284,"Wilsonville"
900396,"Lake Oswego"
942402,"Sherwood"
920416,"Wilsonville"
904448,"Camas"
952469,"Lake Oswego"
925530,"Camas"
942926,"Riverdale"
900791,"St. Paul"
932553,"Ridgefield"
958893,"Beaverton"
949884,"Lake Oswego"
909346,"Sherwood"
900100,"Wilsonville"
954097,"Camas"
922658,"Lake Oswego"
959669,"Camas"
954870,"Ridgefield"
955685,"Camas"
920023,"Wilsonville"
901452,"St. Paul"
933604,"Camas"
928530,"Ridgefield"
927957,"Wilsonville"
904640,"Sherwood"
949227,"Lake Oswego"
942160,"Lake Oswego"
937684,"Beaverton"
923725,"Sherwood"
956036,"Riverdale"
913010,"Riverdale"
913549,"Riverdale"
902579,"St. Paul"
933082,"St. Paul"
954299,"Sherwood"
957385,"Lake Oswego"
944380,"Ridgefield"
924381,"Beaverton"
928086,"Lake Oswego"
958756,"Camas"
951892,"Sherwood"
928294,"Beaverton"
904701,"Ridgefield"
932289,"Beaverton"
900588,"Lake Oswego"
915498,"Beaverton"
954721,"St. Paul"
937313,"Sherwood"
937299,"Wilsonville"
906651,"Beaverton"
929694,"Beaverton"
934994,"Beaverton"
915394,"Sherwood"
916469,"Lake Oswego"
951286,"Riverdale"
957115,"Lake Oswego"
937876,"Beaverton"
959486,"Camas"
958310,"Lake Oswego"
956529,"Ridgefield"
906270,"Wilsonville"
954383,"Wilsonville"
938461,"Lake Oswego"
953255,"Beaverton"
916047,"Camas"
956266,"Wilsonville"
914503,"Beaverton"
922428,"Lake Oswego"
916144,"Sherwood"
948622,"Lake Oswego"
924023,"Ridgefield"
946143,"Lake Oswego"
905823,"Ridgefield"
921131,"Ridgefield"
934360,"Wilsonville"
901402,"Wilsonville"
937750,"Camas"
922891,"Lake Oswego"
955375,"Lake Oswego"
921029,"Riverdale"
953360,"Lake Oswego"
938525,"Wilsonville"
907208,"Wilsonville"
909473,"Beaverton"
958496,"Beaverton"
957786,"Sherwood"
955256,"Wilsonville"
905760,"Camas"
951328,"Lake Oswego"
941896,"Camas"
942122,"Sherwood"
959483,"Beaverton"
915148,"Ridgefield"
942867,"Beaverton"
914736,"Beaverton"
923909,"Beaverton"
925780,"St. Paul"
932075,"Wilsonville"
922798,"Sherwood"
942051,"Beaverton"
901780,"Lake Oswego"
952049,"Beaverton"
923111,"Sherwood"
914446,"Beaverton"
942836,"Wilsonville"
915303,"Ridgefield"
953776,"St. Paul"
959118,"Wilsonville"
943255,"St. Paul"
946173,"Lake Oswego"
906288,"Beaverton"
930062,"Lake Oswego"
945580,"St. Paul"
953500,"Wilsonville"
934841,"Ridgefield"
939519,"Wilsonville"
945360,"Wilsonville"
929188,"Sherwood"
916112,"Beaverton"
937959,"Camas"
932203,"St. Paul"
910727,"Wilsonville"
926247,"Beaverton"
926367,"Sherwood"
926140,"St. Paul"
909603,"Camas"
946350,"Beaverton"
930110,"Camas"
934100,"Beaverton"
907406,"Beaverton"
952147,"Sherwood"
951835,"Sherwood"
906868,"Wilsonville"
953248,"Camas"
928746,"Sherwood"
905944,"Sherwood"
957205,"Ridgefield"
915998,"Camas"
925069,"Wilsonville"
937955,"Camas"
908838,"Beaverton"
920688,"Camas"
944191,"Beaverton"
937734,"Riverdale"
921814,"Ridgefield"
908076,"Wilsonville"
900247,"Sherwood"
952418,"Wilsonville"
915542,"Sherwood"
925775,"St. Paul"
910769,"Lake Oswego"
954340,"Wilsonville"
931161,"St. Paul"
918583,"Beaverton"
956165,"St. Paul"
938745,"Riverdale"
942737,"Sherwood"
912702,"Beaverton"
923364,"Beaverton"
956284,"Ridgefield"
943386,"Camas"
911041,"Beaverton"
948761,"Wilsonville"
941448,"Wilsonville"
952964,"Camas"
910526,"Sherwood"
901532,"Ridgefield"
919270,"Camas"
921213,"Beaverton"
944864,"Camas"
