"student_id","date","program","location","score_reading","score_writing","score_mathNoCalc","score_mathCalc"
905760,2023-10-02,"skills","center",572,70,636,718
905762,2023-08-15,"intake","center",666,51,573,650
905762,2023-09-29,"skills","center",669,50,589,654
905766,2023-08-15,"intake","center",722,58,763,416
905768,2023-08-15,"intake","center",567,47,351,446
905768,2023-09-23,"skills","center",568,48,363,458
905777,2023-08-15,"intake","center",589,42,301,566
905777,2023-09-30,"skills","center",613,44,325,604
905781,2023-08-15,"intake","center",556,66,335,504
905781,2023-09-28,"skills","center",572,68,370,552
905782,2023-08-15,"intake","center",488,5,393,487
905782,2023-10-03,"skills","center",519,5,419,506
905786,2023-08-15,"intake","center",568,27,522,445
905786,2023-09-28,"skills","center",583,29,572,485
905792,2023-08-15,"intake","center",522,44,269,570
905792,2023-10-03,"skills","center",523,45,283,586
905797,2023-08-15,"intake","center",671,75,279,333
905797,2023-10-03,"skills","center",685,75,288,344
905799,2023-08-15,"intake","center",603,38,649,665
905799,2023-10-02,"skills","center",621,39,697,727
905802,2023-08-15,"intake","center",670,30,504,429
905802,2023-10-03,"skills","center",709,32,540,459
905813,2023-08-15,"intake","center",674,47,597,525
905813,2023-09-28,"skills","center",681,49,646,575
905817,2023-08-15,"intake","center",708,37,595,580
905817,2023-09-28,"skills","center",739,39,637,620
905823,2023-08-15,"intake","center",719,70,450,280
905823,2023-09-26,"skills","center",749,74,483,299
905825,2023-08-15,"intake","center",638,64,722,685
905825,2023-10-10,"skills","center",657,66,791,745
905833,2023-08-15,"intake","center",657,32,449,607
905833,2023-10-05,"skills","center",671,32,464,630
905836,2023-08-15,"intake","center",487,53,280,318
905836,2023-09-29,"skills","center",492,54,287,322
905844,2023-08-15,"intake","center",702,70,640,549
905844,2023-10-03,"skills","center",712,72,660,565
905852,2023-08-15,"intake","center",575,16,378,604
905852,2023-10-01,"skills","center",588,16,385,627
905855,2023-08-15,"intake","center",684,27,235,714
905855,2023-10-01,"skills","center",702,28,259,771
905862,2023-08-15,"intake","center",590,59,329,612
905862,2023-09-30,"skills","center",600,61,366,665
905864,2023-08-15,"intake","center",597,45,308,346
905864,2023-10-05,"skills","center",615,47,335,371
905867,2023-08-15,"intake","center",588,54,401,653
905867,2023-10-05,"skills","center",611,56,420,664
905870,2023-08-15,"intake","center",601,31,341,593
905870,2023-10-03,"skills","center",607,32,377,649
905881,2023-08-15,"intake","center",580,39,735,680
905881,2023-10-03,"skills","center",605,42,790,718
905886,2023-08-15,"intake","center",610,74,410,487
905886,2023-09-27,"skills","center",620,76,425,506
905888,2023-08-15,"intake","center",429,55,589,703
905888,2023-10-02,"skills","center",448,57,637,744
905890,2023-08-15,"intake","center",639,45,309,759
905890,2023-09-29,"skills","center",651,45,318,780
905895,2023-08-15,"intake","center",603,66,582,645
905895,2023-10-02,"skills","center",603,65,596,659
905902,2023-08-15,"intake","center",601,56,632,792
905910,2023-08-15,"intake","center",434,36,624,559
905910,2023-10-01,"skills","center",455,38,655,590
905914,2023-08-15,"intake","center",398,47,248,573
905914,2023-09-30,"skills","center",417,50,265,605
905923,2023-08-15,"intake","center",608,54,591,639
905923,2023-10-06,"skills","center",604,56,602,660
905925,2023-08-15,"intake","center",523,50,361,302
905925,2023-09-30,"skills","center",532,50,371,308
905937,2023-08-15,"intake","center",601,48,308,68
905937,2023-10-09,"skills","center",599,48,314,69
905939,2023-08-15,"intake","center",432,41,773,762
905944,2023-08-15,"intake","center",675,53,287,498
905944,2023-09-29,"skills","center",694,56,315,540
905957,2023-08-15,"intake","center",641,67,456,770
905957,2023-09-28,"skills","center",659,68,465,797
905958,2023-08-15,"intake","center",519,43,634,630
905958,2023-10-06,"skills","center",521,43,650,632
905963,2023-08-15,"intake","center",736,46,594,627
905963,2023-09-29,"skills","center",738,46,619,629
905965,2023-08-15,"intake","center",604,38,392,180
905965,2023-10-04,"skills","center",616,40,422,194
905966,2023-08-15,"intake","center",605,28,617,427
905966,2023-10-04,"skills","center",604,29,640,439
905979,2023-08-15,"intake","center",449,36,425,647
905979,2023-10-05,"skills","center",458,36,432,650
905983,2023-08-15,"intake","center",561,29,519,631
905983,2023-09-28,"skills","center",585,30,554,673
905999,2023-08-15,"intake","center",551,58,616,460
905999,2023-10-03,"skills","center",556,59,635,473
906008,2023-08-15,"intake","center",598,47,686,456
906008,2023-10-02,"skills","center",599,48,702,462
906009,2023-08-15,"intake","center",524,30,456,612
906009,2023-09-29,"skills","center",545,32,488,662
906028,2023-08-15,"intake","center",546,70,397,451
906028,2023-10-03,"skills","center",548,73,408,458
906030,2023-08-15,"intake","center",645,56,677,346
906030,2023-10-03,"skills","center",637,56,695,349
906039,2023-08-15,"intake","center",658,59,326,435
906039,2023-10-03,"skills","center",684,61,351,474
906040,2023-08-15,"intake","center",498,55,542,709
906040,2023-09-25,"skills","center",524,57,575,753
906041,2023-08-15,"intake","center",546,52,688,597
906041,2023-09-30,"skills","center",528,52,685,606
906045,2023-08-15,"intake","center",531,57,464,452
906045,2023-10-03,"skills","center",566,61,493,491
906048,2023-08-15,"intake","center",508,43,606,605
906048,2023-09-29,"skills","center",502,44,637,618
906056,2023-08-15,"intake","center",576,46,444,586
906056,2023-10-03,"skills","center",594,48,466,626
906059,2023-08-15,"intake","center",542,88,316,598
906059,2023-10-05,"skills","center",557,91,324,614
906069,2023-08-15,"intake","center",567,58,406,323
906069,2023-09-29,"skills","center",568,59,415,328
906076,2023-08-15,"intake","center",461,50,381,700
906076,2023-10-04,"skills","center",464,50,396,719
906091,2023-08-15,"intake","center",714,80,503,201
906091,2023-10-01,"skills","center",752,84,546,215
906093,2023-08-15,"intake","center",522,45,424,522
906093,2023-09-25,"skills","center",529,45,437,539
906100,2023-08-15,"intake","center",785,45,583,583
906104,2023-08-15,"intake","center",742,67,647,657
906104,2023-10-01,"skills","center",743,66,645,662
906112,2023-08-15,"intake","center",441,51,523,672
906112,2023-09-30,"skills","center",454,53,555,717
906113,2023-08-15,"intake","center",610,35,657,566
906113,2023-10-03,"skills","center",620,36,679,573
906124,2023-08-15,"intake","center",639,34,235,618
906124,2023-10-02,"skills","center",674,36,254,650
906128,2023-08-15,"intake","center",499,50,582,568
906128,2023-10-01,"skills","center",522,52,628,600
906129,2023-08-15,"intake","center",538,58,375,473
906129,2023-10-02,"skills","center",561,62,399,505
906135,2023-08-15,"intake","center",756,38,460,428
906135,2023-09-27,"skills","center",762,39,480,432
906154,2023-08-15,"intake","center",534,45,474,556
906154,2023-10-03,"skills","center",559,47,504,588
906156,2023-08-15,"intake","center",545,30,662,483
906156,2023-10-01,"skills","center",568,32,716,513
906160,2023-08-15,"intake","center",602,5,500,559
906160,2023-09-27,"skills","center",620,6,539,600
906176,2023-08-15,"intake","center",662,73,758,393
906176,2023-09-26,"skills","center",681,77,789,409
906181,2023-08-15,"intake","center",448,17,567,517
906181,2023-09-30,"skills","center",449,17,576,526
906186,2023-08-15,"intake","center",601,41,733,630
906186,2023-09-27,"skills","center",608,42,746,652
906192,2023-08-15,"intake","center",542,48,737,163
906192,2023-10-08,"skills","center",546,48,764,168
906199,2023-08-15,"intake","center",633,56,398,582
906199,2023-10-01,"skills","center",636,57,415,602
906211,2023-08-15,"intake","center",512,26,412,435
906211,2023-10-04,"skills","center",522,27,458,461
906214,2023-08-15,"intake","center",664,67,608,423
906214,2023-09-27,"skills","center",705,71,652,454
906219,2023-08-15,"intake","center",558,43,704,376
906219,2023-09-29,"skills","center",587,45,745,400
906233,2023-08-15,"intake","center",556,64,407,648
906233,2023-09-29,"skills","center",563,65,446,708
906240,2023-08-15,"intake","center",601,51,688,391
906240,2023-10-02,"skills","center",621,52,748,432
906242,2023-08-15,"intake","center",641,65,338,550
906242,2023-10-04,"skills","center",664,67,371,589
906244,2023-08-15,"intake","center",623,58,285,477
906244,2023-10-01,"skills","center",629,59,316,522
906248,2023-08-15,"intake","center",619,20,509,632
906248,2023-10-08,"skills","center",624,20,515,637
906259,2023-08-15,"intake","center",700,67,387,549
906259,2023-10-08,"skills","center",723,69,427,606
906263,2023-08-15,"intake","center",624,42,646,560
906263,2023-10-04,"skills","center",650,43,693,618
906270,2023-08-15,"intake","center",450,42,650,363
906270,2023-09-27,"skills","center",461,42,666,376
906274,2023-08-15,"intake","center",610,53,543,699
906274,2023-09-29,"skills","center",618,54,554,730
906288,2023-08-15,"intake","center",427,61,490,439
906288,2023-10-02,"skills","center",439,62,504,452
906302,2023-08-15,"intake","center",563,53,395,535
906302,2023-09-30,"skills","center",581,55,429,594
906303,2023-08-15,"intake","center",533,60,569,459
906303,2023-10-01,"skills","center",543,61,634,503
906321,2023-08-15,"intake","center",661,47,442,525
906321,2023-09-25,"skills","center",660,47,450,530
906323,2023-08-15,"intake","center",615,55,592,448
906323,2023-10-02,"skills","center",632,58,622,474
906331,2023-08-15,"intake","center",494,34,489,443
906331,2023-09-29,"skills","center",484,34,499,438
906334,2023-08-15,"intake","center",663,59,427,336
906334,2023-10-05,"skills","center",684,61,474,363
906337,2023-08-15,"intake","center",427,39,299,517
906337,2023-09-28,"skills","center",426,39,311,525
906350,2023-08-15,"intake","center",698,72,701,548
906350,2023-09-27,"skills","center",733,76,754,587
906364,2023-08-15,"intake","center",746,45,459,326
906364,2023-09-28,"skills","center",783,47,491,340
906365,2023-08-15,"intake","center",673,34,668,685
906365,2023-09-25,"skills","center",682,35,686,705
906372,2023-08-15,"intake","center",486,24,171,368
906372,2023-09-29,"skills","center",494,24,176,383
906373,2023-08-15,"intake","center",473,59,698,655
906373,2023-09-27,"skills","center",473,57,693,664
906375,2023-08-15,"intake","center",516,33,589,471
906375,2023-10-01,"skills","center",529,34,645,519
906379,2023-08-15,"intake","center",593,19,531,709
906379,2023-10-01,"skills","center",605,19,555,736
906389,2023-08-15,"intake","center",511,63,359,775
906389,2023-10-03,"skills","center",514,65,368,790
906390,2023-08-15,"intake","center",641,35,297,357
906390,2023-10-03,"skills","center",662,35,327,394
906393,2023-08-15,"intake","center",797,61,423,670
906395,2023-08-15,"intake","center",618,62,526,796
906396,2023-08-15,"intake","center",581,61,548,748
906398,2023-08-15,"intake","center",572,67,472,687
906398,2023-10-01,"skills","center",591,68,512,749
906412,2023-08-15,"intake","center",694,41,456,545
906412,2023-10-02,"skills","center",717,43,483,559
906414,2023-08-15,"intake","center",554,56,392,609
906414,2023-09-28,"skills","center",569,57,427,671
906415,2023-08-15,"intake","center",706,25,297,677
906415,2023-10-04,"skills","center",717,26,308,716
906418,2023-08-15,"intake","center",585,57,487,657
906418,2023-10-01,"skills","center",593,58,501,663
906435,2023-08-15,"intake","center",790,71,691,593
906441,2023-08-15,"intake","center",536,48,682,537
906441,2023-10-03,"skills","center",551,50,723,579
906450,2023-08-15,"intake","center",497,40,422,532
906450,2023-10-03,"skills","center",497,41,426,541
906456,2023-08-15,"intake","center",508,55,501,320
906456,2023-10-02,"skills","center",533,57,543,337
906457,2023-08-15,"intake","center",599,51,537,679
906457,2023-09-26,"skills","center",629,54,571,729
906471,2023-08-15,"intake","center",586,51,728,590
906471,2023-09-30,"skills","center",616,54,768,625
906483,2023-08-15,"intake","center",570,69,291,575
906483,2023-10-05,"skills","center",584,70,298,591
906497,2023-08-15,"intake","center",552,67,670,366
906497,2023-09-28,"skills","center",564,68,694,368
906508,2023-08-15,"intake","center",591,37,520,697
906508,2023-10-01,"skills","center",599,38,539,715
906520,2023-08-15,"intake","center",595,63,343,606
906520,2023-10-03,"skills","center",628,66,357,638
906525,2023-08-15,"intake","center",652,59,311,682
906525,2023-10-01,"skills","center",651,59,323,699
906538,2023-08-15,"intake","center",641,56,366,485
906538,2023-10-06,"skills","center",657,57,381,502
906557,2023-08-15,"intake","center",622,53,237,465
906557,2023-09-30,"skills","center",641,54,261,511
906559,2023-08-15,"intake","center",558,54,412,648
906559,2023-10-03,"skills","center",575,55,459,706
906576,2023-08-15,"intake","center",619,58,523,387
906576,2023-09-29,"skills","center",628,59,540,401
906578,2023-08-15,"intake","center",630,21,557,668
906578,2023-10-03,"skills","center",654,21,588,718
906581,2023-08-15,"intake","center",568,54,325,514
906581,2023-10-02,"skills","center",567,55,332,531
906584,2023-08-15,"intake","center",504,65,360,639
906584,2023-09-29,"skills","center",508,66,369,658
906585,2023-08-15,"intake","center",498,49,682,684
906585,2023-09-28,"skills","center",504,49,687,688
906595,2023-08-15,"intake","center",642,69,236,611
906595,2023-10-03,"skills","center",674,72,251,650
906601,2023-08-15,"intake","center",742,57,424,731
906601,2023-09-29,"skills","center",738,57,434,754
906604,2023-08-15,"intake","center",585,25,398,611
906604,2023-10-04,"skills","center",612,27,421,646
906611,2023-08-15,"intake","center",767,58,452,631
906627,2023-08-15,"intake","center",670,62,504,653
906627,2023-10-02,"skills","center",689,63,522,667
906629,2023-08-15,"intake","center",449,53,559,686
906629,2023-10-02,"skills","center",464,55,603,717
906630,2023-08-15,"intake","center",479,36,385,432
906630,2023-10-01,"skills","center",500,37,413,463
906633,2023-08-15,"intake","center",541,26,397,752
906633,2023-09-28,"skills","center",563,27,431,795
906636,2023-08-15,"intake","center",685,47,590,689
906636,2023-09-28,"skills","center",693,48,607,704
906640,2023-08-15,"intake","center",476,83,377,692
906640,2023-09-29,"skills","center",488,85,390,705
906646,2023-08-15,"intake","center",495,23,340,397
906646,2023-10-02,"skills","center",514,23,375,434
906650,2023-08-15,"intake","center",643,70,581,635
906650,2023-10-03,"skills","center",673,73,622,661
906652,2023-08-15,"intake","center",466,52,465,652
906652,2023-09-26,"skills","center",474,53,481,679
906654,2023-08-15,"intake","center",663,34,303,372
906654,2023-09-28,"skills","center",680,35,329,412
906671,2023-08-15,"intake","center",536,46,578,642
906671,2023-09-26,"skills","center",558,49,619,672
906696,2023-08-15,"intake","center",599,64,279,578
906696,2023-10-04,"skills","center",607,65,290,602
906701,2023-08-15,"intake","center",590,55,716,652
906701,2023-10-05,"skills","center",589,56,744,675
906708,2023-08-15,"intake","center",585,40,490,550
906708,2023-09-26,"skills","center",591,41,536,599
906711,2023-08-15,"intake","center",666,49,600,523
906711,2023-10-03,"skills","center",692,51,636,556
906712,2023-08-15,"intake","center",638,44,494,718
906712,2023-10-03,"skills","center",660,46,553,793
906738,2023-08-15,"intake","center",556,37,334,418
906738,2023-10-01,"skills","center",556,38,339,418
906740,2023-08-15,"intake","center",583,34,556,495
906740,2023-09-30,"skills","center",594,35,599,537
906750,2023-08-15,"intake","center",517,52,379,370
906750,2023-10-02,"skills","center",527,53,419,395
906751,2023-08-15,"intake","center",625,54,473,729
906751,2023-10-02,"skills","center",648,56,508,800
906762,2023-08-15,"intake","center",536,17,521,573
906762,2023-09-29,"skills","center",569,18,562,605
906771,2023-08-15,"intake","center",453,76,275,549
906771,2023-09-30,"skills","center",466,78,285,569
906772,2023-08-15,"intake","center",619,78,436,491
906772,2023-09-28,"skills","center",622,79,445,499
906773,2023-08-15,"intake","center",341,28,377,690
906773,2023-10-04,"skills","center",348,28,411,745
906776,2023-08-15,"intake","center",478,35,748,693
906776,2023-10-04,"skills","center",480,35,766,709
906791,2023-08-15,"intake","center",660,21,417,652
906791,2023-09-30,"skills","center",677,22,439,673
906803,2023-08-15,"intake","center",562,58,440,747
906805,2023-08-15,"intake","center",550,38,512,752
906805,2023-09-29,"skills","center",578,40,548,791
906812,2023-08-15,"intake","center",737,65,702,622
906812,2023-10-05,"skills","center",762,66,731,651
906827,2023-08-15,"intake","center",369,47,364,566
906827,2023-10-02,"skills","center",385,49,391,612
906831,2023-08-15,"intake","center",614,52,262,792
906837,2023-08-15,"intake","center",475,39,191,587
906837,2023-10-06,"skills","center",495,41,204,624
906838,2023-08-15,"intake","center",668,68,200,497
906838,2023-09-28,"skills","center",701,72,210,535
906855,2023-08-15,"intake","center",577,10,295,425
906855,2023-10-01,"skills","center",594,10,324,467
906857,2023-08-15,"intake","center",658,44,545,716
906857,2023-10-09,"skills","center",685,46,569,756
906862,2023-08-15,"intake","center",590,14,658,781
906862,2023-10-01,"skills","center",593,14,682,785
906866,2023-08-15,"intake","center",589,86,353,747
906866,2023-09-25,"skills","center",610,88,368,762
906868,2023-08-15,"intake","center",619,55,344,692
906868,2023-09-30,"skills","center",624,56,348,703
906874,2023-08-15,"intake","center",516,72,362,756
906874,2023-10-03,"skills","center",515,71,372,772
906880,2023-08-15,"intake","center",560,55,698,526
906880,2023-10-04,"skills","center",582,56,732,554
906887,2023-08-15,"intake","center",462,41,579,594
906887,2023-10-01,"skills","center",465,42,593,616
906892,2023-08-15,"intake","center",746,67,517,340
906892,2023-09-29,"skills","center",746,67,533,345
906899,2023-08-15,"intake","center",424,58,605,500
906899,2023-09-28,"skills","center",432,60,664,540
906900,2023-08-15,"intake","center",755,65,610,408
906900,2023-09-29,"skills","center",764,67,662,447
906901,2023-08-15,"intake","center",623,52,614,182
906901,2023-09-30,"skills","center",626,53,632,184
906902,2023-08-15,"intake","center",479,45,638,563
906902,2023-10-03,"skills","center",494,47,704,611
906917,2023-08-15,"intake","center",512,36,632,623
906917,2023-09-26,"skills","center",516,37,693,680
906939,2023-08-15,"intake","center",544,62,746,602
906939,2023-09-30,"skills","center",563,64,797,632
906946,2023-08-15,"intake","center",440,63,255,360
906946,2023-10-02,"skills","center",454,65,278,388
906954,2023-08-15,"intake","center",660,42,202,735
906954,2023-10-07,"skills","center",670,42,209,765
906956,2023-08-15,"intake","center",613,49,697,465
906956,2023-09-29,"skills","center",613,49,716,468
906958,2023-08-15,"intake","center",667,36,576,477
906958,2023-10-01,"skills","center",703,38,620,511
906969,2023-08-15,"intake","center",613,51,677,642
906969,2023-10-06,"skills","center",633,53,738,704
906979,2023-08-15,"intake","center",590,73,227,731
906979,2023-10-02,"skills","center",599,74,235,754
907015,2023-08-15,"intake","center",657,32,335,741
907015,2023-09-29,"skills","center",688,34,356,792
907028,2023-08-15,"intake","center",657,57,635,625
907028,2023-09-29,"skills","center",686,61,690,671
907037,2023-08-15,"intake","center",773,63,440,690
907037,2023-10-02,"skills","center",784,63,456,701
907043,2023-08-15,"intake","center",570,32,687,477
907043,2023-10-02,"skills","center",577,33,702,486
907051,2023-08-15,"intake","center",498,73,477,627
907051,2023-10-02,"skills","center",499,74,492,632
907059,2023-08-15,"intake","center",475,62,401,730
907063,2023-08-15,"intake","center",507,57,204,444
907063,2023-10-03,"skills","center",512,58,214,460
907072,2023-08-15,"intake","center",663,21,483,710
907072,2023-09-27,"skills","center",672,22,496,732
907088,2023-08-15,"intake","center",656,55,639,639
907088,2023-09-29,"skills","center",670,55,659,651
907097,2023-08-15,"intake","center",645,36,470,712
907097,2023-09-29,"skills","center",640,37,478,721
907120,2023-08-15,"intake","center",698,51,405,379
907120,2023-10-01,"skills","center",735,54,430,398
907148,2023-08-15,"intake","center",641,64,452,632
907148,2023-10-04,"skills","center",654,65,464,656
907155,2023-08-15,"intake","center",596,50,303,469
907155,2023-10-07,"skills","center",595,51,314,481
907159,2023-08-15,"intake","center",709,37,359,458
907159,2023-10-01,"skills","center",729,38,372,459
907160,2023-08-15,"intake","center",595,42,549,165
907160,2023-10-02,"skills","center",615,44,611,180
907165,2023-08-15,"intake","center",518,61,286,183
907165,2023-09-30,"skills","center",534,63,296,189
907174,2023-08-15,"intake","center",711,31,642,575
907174,2023-10-04,"skills","center",748,33,693,605
907178,2023-08-15,"intake","center",608,57,743,636
907178,2023-09-28,"skills","center",618,58,755,662
907190,2023-08-15,"intake","center",731,51,632,153
907190,2023-09-30,"skills","center",758,54,688,167
907201,2023-08-15,"intake","center",430,49,471,781
907202,2023-08-15,"intake","center",582,60,732,727
907202,2023-10-01,"skills","center",593,59,746,743
907208,2023-08-15,"intake","center",724,41,382,645
907208,2023-09-28,"skills","center",731,42,392,653
907209,2023-08-15,"intake","center",734,40,473,680
907209,2023-10-02,"skills","center",735,40,480,691
907211,2023-08-15,"intake","center",514,39,634,455
907211,2023-10-02,"skills","center",536,41,664,485
907214,2023-08-15,"intake","center",633,12,727,479
907214,2023-10-02,"skills","center",635,12,747,499
907216,2023-08-15,"intake","center",651,43,369,723
907216,2023-10-05,"skills","center",664,45,380,744
907233,2023-08-15,"intake","center",470,77,314,535
907233,2023-10-06,"skills","center",478,79,340,592
907234,2023-08-15,"intake","center",546,50,746,718
907234,2023-10-03,"skills","center",550,51,773,729
907240,2023-08-15,"intake","center",493,42,617,732
907240,2023-09-30,"skills","center",497,43,641,739
907248,2023-08-15,"intake","center",462,43,458,705
907248,2023-10-03,"skills","center",486,46,477,761
907249,2023-08-15,"intake","center",602,62,645,621
907249,2023-10-07,"skills","center",606,63,654,636
907259,2023-08-15,"intake","center",606,54,482,492
907259,2023-09-29,"skills","center",604,55,499,509
907262,2023-08-15,"intake","center",445,46,455,425
907262,2023-10-02,"skills","center",459,45,470,438
907268,2023-08-15,"intake","center",630,61,666,486
907268,2023-09-30,"skills","center",628,63,688,496
907276,2023-08-15,"intake","center",510,43,516,532
907276,2023-10-04,"skills","center",521,44,566,582
907289,2023-08-15,"intake","center",644,41,707,725
907289,2023-10-02,"skills","center",650,40,717,745
907292,2023-08-15,"intake","center",737,44,427,556
907292,2023-10-02,"skills","center",742,45,445,576
907296,2023-08-15,"intake","center",661,53,704,526
907296,2023-09-27,"skills","center",664,53,718,542
907302,2023-08-15,"intake","center",530,66,568,562
907302,2023-10-04,"skills","center",552,69,612,597
907316,2023-08-15,"intake","center",642,31,588,573
907316,2023-09-28,"skills","center",665,32,641,611
907319,2023-08-15,"intake","center",684,63,700,740
907319,2023-09-27,"skills","center",726,66,742,792
907320,2023-08-15,"intake","center",710,46,410,766
907331,2023-08-15,"intake","center",567,50,280,367
907331,2023-09-30,"skills","center",567,51,288,384
907334,2023-08-15,"intake","center",511,69,578,480
907334,2023-10-07,"skills","center",530,72,629,527
907338,2023-08-15,"intake","center",587,66,607,489
907338,2023-09-26,"skills","center",605,70,651,520
907339,2023-08-15,"intake","center",542,39,544,371
907339,2023-10-01,"skills","center",541,39,556,377
907344,2023-08-15,"intake","center",651,41,220,561
907344,2023-10-03,"skills","center",659,41,223,572
907354,2023-08-15,"intake","center",674,31,404,744
907354,2023-09-29,"skills","center",677,31,409,750
907355,2023-08-15,"intake","center",704,55,571,711
907355,2023-10-03,"skills","center",726,58,599,755
907356,2023-08-15,"intake","center",639,24,559,794
907362,2023-08-15,"intake","center",501,59,143,455
907362,2023-09-27,"skills","center",507,61,157,494
907367,2023-08-15,"intake","center",672,73,328,581
907367,2023-09-26,"skills","center",705,76,350,611
907377,2023-08-15,"intake","center",658,52,444,172
907377,2023-09-30,"skills","center",678,53,458,176
907393,2023-08-15,"intake","center",445,74,715,650
907393,2023-10-01,"skills","center",449,75,739,668
907394,2023-08-15,"intake","center",478,29,501,592
907394,2023-10-08,"skills","center",500,31,534,625
907402,2023-08-15,"intake","center",579,53,459,575
907402,2023-10-02,"skills","center",588,54,505,633
907404,2023-08-15,"intake","center",635,43,452,440
907404,2023-10-03,"skills","center",670,45,479,475
907405,2023-08-15,"intake","center",584,44,445,571
907405,2023-10-01,"skills","center",576,44,460,574
907406,2023-08-15,"intake","center",646,53,656,484
907406,2023-10-03,"skills","center",663,53,678,497
907429,2023-08-15,"intake","center",595,44,400,532
907429,2023-09-29,"skills","center",609,45,430,591
907432,2023-08-15,"intake","center",606,58,699,420
907432,2023-09-30,"skills","center",631,61,745,445
907434,2023-08-15,"intake","center",695,49,730,455
907437,2023-08-15,"intake","center",639,19,465,604
907437,2023-10-01,"skills","center",656,20,505,676
907444,2023-08-15,"intake","center",443,53,705,480
907444,2023-09-29,"skills","center",454,55,776,525
907448,2023-08-15,"intake","center",414,56,396,464
907448,2023-09-30,"skills","center",422,58,433,511
907468,2023-08-15,"intake","center",561,52,320,489
907468,2023-10-03,"skills","center",566,53,336,502
907488,2023-08-15,"intake","center",445,32,366,414
907488,2023-10-01,"skills","center",451,33,384,422
907493,2023-08-15,"intake","center",561,50,401,220
907493,2023-09-27,"skills","center",598,53,428,232
907495,2023-08-15,"intake","center",507,53,361,537
907495,2023-09-27,"skills","center",504,53,376,541
907501,2023-08-15,"intake","center",551,79,441,652
907501,2023-10-01,"skills","center",548,79,453,679
907503,2023-08-15,"intake","center",318,41,309,356
907503,2023-09-28,"skills","center",333,42,334,380
907507,2023-08-15,"intake","center",537,90,570,315
907507,2023-09-28,"skills","center",553,94,633,341
907509,2023-08-15,"intake","center",660,53,299,679
907509,2023-09-29,"skills","center",692,55,322,731
907510,2023-08-15,"intake","center",591,48,591,526
907510,2023-09-28,"skills","center",615,51,634,559
907512,2023-08-15,"intake","center",617,53,276,496
907512,2023-10-02,"skills","center",624,55,308,550
907513,2023-08-15,"intake","center",575,27,203,440
907513,2023-10-02,"skills","center",605,29,215,467
907523,2023-08-15,"intake","center",481,74,328,449
907523,2023-10-01,"skills","center",487,76,336,458
907538,2023-08-15,"intake","center",517,33,582,688
907538,2023-09-26,"skills","center",521,33,586,712
907565,2023-08-15,"intake","center",756,65,411,578
907565,2023-09-30,"skills","center",775,67,422,594
907566,2023-08-15,"intake","center",739,56,454,480
907566,2023-09-29,"skills","center",732,56,461,490
907568,2023-08-15,"intake","center",346,53,435,615
907568,2023-10-04,"skills","center",348,55,483,680
907576,2023-08-15,"intake","center",603,56,221,584
907576,2023-09-28,"skills","center",614,59,236,616
907595,2023-08-15,"intake","center",640,69,409,620
907595,2023-10-05,"skills","center",667,73,441,657
907601,2023-08-15,"intake","center",478,34,684,491
907601,2023-10-03,"skills","center",504,35,723,523
907602,2023-08-15,"intake","center",759,53,408,591
907602,2023-10-03,"skills","center",750,53,409,589
907606,2023-08-15,"intake","center",565,66,619,570
907606,2023-10-02,"skills","center",576,69,689,637
907623,2023-08-15,"intake","center",642,61,428,612
907623,2023-09-30,"skills","center",651,62,433,616
907624,2023-08-15,"intake","center",682,62,515,554
907624,2023-10-01,"skills","center",687,64,532,579
907626,2023-08-15,"intake","center",592,53,332,463
907626,2023-09-29,"skills","center",629,55,346,486
907628,2023-08-15,"intake","center",450,52,440,577
907628,2023-10-04,"skills","center",467,55,462,611
907631,2023-08-15,"intake","center",645,36,648,527
907631,2023-10-05,"skills","center",661,37,679,536
907644,2023-08-15,"intake","center",678,21,617,408
907644,2023-10-01,"skills","center",714,22,657,439
907646,2023-08-15,"intake","center",469,50,704,394
907646,2023-09-30,"skills","center",487,53,757,416
907647,2023-08-15,"intake","center",590,65,634,519
907647,2023-10-05,"skills","center",592,66,645,532
907652,2023-08-15,"intake","center",476,53,539,695
907652,2023-09-29,"skills","center",483,54,595,748
907654,2023-08-15,"intake","center",789,63,466,248
907659,2023-08-15,"intake","center",645,47,625,451
907659,2023-09-28,"skills","center",669,50,671,475
907662,2023-08-15,"intake","center",588,69,586,499
907662,2023-10-01,"skills","center",596,70,610,507
907675,2023-08-15,"intake","center",561,33,419,677
907675,2023-10-01,"skills","center",584,35,456,715
907678,2023-08-15,"intake","center",581,22,671,471
907678,2023-09-28,"skills","center",582,22,695,482
907679,2023-08-15,"intake","center",639,76,383,669
907679,2023-10-03,"skills","center",646,76,399,687
907684,2023-08-15,"intake","center",608,53,482,562
907684,2023-10-02,"skills","center",640,56,512,595
907685,2023-08-15,"intake","center",613,57,562,456
907685,2023-09-28,"skills","center",607,58,580,469
907696,2023-08-15,"intake","center",618,61,590,625
907696,2023-09-28,"skills","center",653,63,630,663
907698,2023-08-15,"intake","center",779,61,323,694
907698,2023-10-01,"skills","center",783,61,333,718
907704,2023-08-15,"intake","center",641,46,689,662
907704,2023-10-02,"skills","center",646,47,691,676
907714,2023-08-15,"intake","center",575,46,277,473
907714,2023-09-28,"skills","center",580,48,301,519
907718,2023-08-15,"intake","center",354,41,283,340
907718,2023-10-01,"skills","center",374,44,299,361
907720,2023-08-15,"intake","center",675,48,330,665
